date,high_temp_f,low_temp_f,precipitation_inches,precip_chance_pct,wind_speed_mph,conditions
2025-03-19,60.6,35.4,0.04,8,8.1,Drizzle
2025-03-20,63.5,29.8,0.0,10,11.3,Partly Cloudy
2025-03-21,65.1,50.1,0.0,0,9.8,Sunny
2025-03-22,68.1,43.1,0.01,2,13.5,Drizzle
2025-03-23,69.1,41.2,0.1,20,9.8,Drizzle
2025-03-24,65.7,50.7,0.0,14,12.0,Sunny
2025-03-25,65.4,45.6,0.0,7,17.3,Partly Cloudy
2025-03-26,49.1,38.3,0.02,4,9.3,Drizzle
2025-03-27,59.4,51.4,0.0,9,11.2,Sunny
2025-03-28,79.9,45.2,0.0,9,9.5,Partly Cloudy
2025-03-29,69.4,41.1,0.0,12,10.5,Overcast
2025-03-30,71.3,43.3,0.31,62,15.2,Rain Showers
2025-03-31,58.7,39.5,0.0,1,11.7,Partly Cloudy
2025-04-01,65.4,50.2,0.0,4,10.0,Partly Cloudy
2025-04-02,61.6,51.5,0.0,13,11.2,Overcast
2025-04-03,57.5,52.5,0.05,10,5.7,Drizzle
2025-04-04,71.1,48.9,0.0,2,11.8,Sunny
2025-04-05,54.9,49.9,0.0,1,9.3,Partly Cloudy
2025-04-06,62.6,47.4,0.0,3,10.5,Overcast
2025-04-07,76.7,54.8,0.0,1,11.6,Partly Cloudy
2025-04-08,72.1,47.8,0.0,14,11.5,Partly Cloudy
2025-04-09,71.3,43.3,0.0,11,11.7,Overcast
2025-04-10,75.9,54.1,0.3,60,9.4,Rain Showers
2025-04-11,68.1,45.6,0.0,8,9.5,Partly Cloudy
2025-04-12,66.9,55.4,0.69,95,9.3,Rainy
2025-04-13,72.9,54.1,0.0,13,7.8,Partly Cloudy
2025-04-14,74.7,41.7,0.0,3,13.0,Sunny
2025-04-15,60.1,55.1,0.0,0,7.6,Overcast
2025-04-16,78.2,52.1,0.9,95,9.4,Rainy
2025-04-17,62.2,57.2,0.0,11,7.6,Partly Cloudy
2025-04-18,79.7,55.4,0.0,13,9.5,Sunny
2025-04-19,72.1,58.6,0.0,2,6.2,Sunny
2025-04-20,75.5,48.8,0.0,9,10.3,Sunny
2025-04-21,73.1,54.5,0.0,1,8.6,Overcast
2025-04-22,79.7,47.7,0.0,0,13.6,Partly Cloudy
2025-04-23,60.5,52.6,0.0,8,11.0,Sunny
2025-04-24,69.6,47.8,0.0,7,10.4,Partly Cloudy
2025-04-25,67.9,45.9,0.0,4,13.7,Sunny
2025-04-26,78.7,54.0,0.0,10,14.2,Overcast
2025-04-27,68.7,49.1,0.0,5,5.9,Overcast
2025-04-28,69.8,58.3,0.0,14,4.8,Sunny
2025-04-29,73.9,42.3,0.3,60,3.3,Rain Showers
2025-04-30,70.9,51.7,0.25,50,11.5,Rain Showers
2025-05-01,85.0,64.8,1.08,95,4.9,Rainy
2025-05-02,78.7,58.6,0.57,95,9.2,Rainy
2025-05-03,78.6,59.7,0.05,10,10.4,Drizzle
2025-05-04,72.2,63.7,0.0,0,11.9,Partly Cloudy
2025-05-05,72.4,58.1,0.0,3,7.6,Partly Cloudy
2025-05-06,79.5,61.3,0.0,6,7.5,Overcast
2025-05-07,85.4,55.0,0.0,5,14.0,Partly Cloudy
2025-05-08,80.3,62.1,0.0,11,7.6,Partly Cloudy
2025-05-09,84.9,58.0,0.0,2,10.6,Overcast
2025-05-10,70.4,53.3,0.06,12,10.5,Drizzle
2025-05-11,79.6,58.8,0.16,32,8.2,Rain Showers
2025-05-12,84.9,61.3,0.13,26,11.3,Rain Showers
2025-05-13,78.3,56.9,0.0,0,7.0,Sunny
2025-05-14,71.2,66.2,0.0,2,11.9,Sunny
2025-05-15,83.3,66.7,0.0,9,8.4,Sunny
2025-05-16,78.1,58.8,0.0,8,5.7,Partly Cloudy
2025-05-17,80.7,52.8,0.28,56,13.6,Rain Showers
2025-05-18,80.8,64.0,0.0,6,14.8,Sunny
2025-05-19,79.4,60.9,0.27,54,13.0,Rain Showers
2025-05-20,88.7,65.9,0.0,3,11.5,Sunny
2025-05-21,95.1,55.1,0.84,95,4.2,Rainy
2025-05-22,90.0,60.7,0.0,8,7.0,Overcast
2025-05-23,84.0,59.7,0.0,5,10.2,Overcast
2025-05-24,72.9,55.7,0.0,11,8.1,Overcast
2025-05-25,81.8,61.5,0.0,1,14.4,Sunny
2025-05-26,83.8,57.5,0.63,95,9.3,Rainy
2025-05-27,74.5,56.5,0.09,18,8.3,Drizzle
2025-05-28,75.0,63.4,0.0,6,13.0,Sunny
2025-05-29,82.9,62.3,0.0,9,4.3,Overcast
2025-05-30,81.4,51.6,0.0,13,8.8,Sunny
2025-05-31,84.8,59.0,0.0,5,6.1,Partly Cloudy
2025-06-01,77.3,65.9,0.0,5,11.6,Partly Cloudy
2025-06-02,75.7,57.8,0.0,8,6.1,Overcast
2025-06-03,74.6,69.6,0.0,7,3.6,Partly Cloudy
2025-06-04,83.5,75.2,0.0,4,6.7,Sunny
2025-06-05,85.0,72.3,0.0,3,10.4,Sunny
2025-06-06,79.9,62.4,0.22,44,1.1,Rain Showers
2025-06-07,90.7,73.2,0.0,6,6.1,Sunny
2025-06-08,86.1,69.6,0.21,42,6.8,Rain Showers
2025-06-09,81.0,68.9,0.59,95,16.5,Rainy
2025-06-10,93.5,70.4,0.0,12,13.7,Partly Cloudy
2025-06-11,79.1,56.4,0.0,6,4.3,Sunny
2025-06-12,98.2,65.7,0.0,5,5.5,Partly Cloudy
2025-06-13,93.7,64.5,0.08,16,3.7,Drizzle
2025-06-14,104.0,70.2,0.02,4,3.4,Drizzle
2025-06-15,83.0,73.1,0.0,2,13.8,Sunny
2025-06-16,81.1,76.1,0.0,0,9.1,Sunny
2025-06-17,73.3,68.3,0.28,56,14.2,Rain Showers
2025-06-18,84.6,64.1,0.35,70,6.1,Rain Showers
2025-06-19,78.0,67.3,0.0,0,8.0,Sunny
2025-06-20,94.2,69.6,0.0,9,6.7,Sunny
2025-06-21,89.5,69.4,0.0,8,12.8,Overcast
2025-06-22,72.4,67.1,0.0,12,8.5,Partly Cloudy
2025-06-23,84.9,66.4,0.0,1,7.5,Partly Cloudy
2025-06-24,86.7,68.3,0.63,95,10.0,Rainy
2025-06-25,71.3,65.0,0.0,14,8.1,Overcast
2025-06-26,86.5,65.1,0.39,78,12.1,Rain Showers
2025-06-27,92.7,60.7,0.13,26,3.3,Rain Showers
2025-06-28,85.7,71.3,0.0,1,11.8,Overcast
2025-06-29,77.3,69.3,0.44,88,12.0,Rain Showers
2025-06-30,96.8,70.1,0.0,4,4.1,Overcast
2025-07-01,90.4,75.3,0.33,66,4.2,Rain Showers
2025-07-02,82.0,64.0,0.09,18,3.2,Drizzle
2025-07-03,103.9,74.6,0.0,11,8.2,Overcast
2025-07-04,102.7,70.9,0.07,14,3.7,Drizzle
2025-07-05,84.5,70.1,0.0,14,2.8,Partly Cloudy
2025-07-06,104.5,79.1,0.18,36,8.7,Rain Showers
2025-07-07,89.6,79.8,0.0,2,1.0,Partly Cloudy
2025-07-08,80.0,75.0,0.06,12,4.0,Drizzle
2025-07-09,94.9,64.4,0.0,3,8.9,Overcast
2025-07-10,92.4,71.9,0.0,7,5.1,Overcast
2025-07-11,93.2,73.7,0.33,66,2.3,Rain Showers
2025-07-12,94.8,70.5,0.0,10,8.0,Sunny
2025-07-13,92.2,75.0,0.0,11,9.7,Overcast
2025-07-14,98.1,67.9,0.0,0,6.7,Overcast
2025-07-15,86.5,70.5,0.03,6,10.3,Drizzle
2025-07-16,82.8,77.6,0.22,44,1.7,Rain Showers
2025-07-17,79.3,68.7,0.0,1,6.5,Partly Cloudy
2025-07-18,84.3,79.3,0.27,54,8.1,Rain Showers
2025-07-19,75.3,70.3,0.0,10,9.7,Sunny
2025-07-20,86.9,77.3,0.0,6,7.6,Sunny
2025-07-21,94.6,77.6,0.0,2,10.2,Sunny
2025-07-22,95.3,75.0,0.0,0,7.3,Sunny
2025-07-23,86.3,70.3,0.45,90,8.0,Rain Showers
2025-07-24,100.9,76.3,0.0,7,7.1,Overcast
2025-07-25,93.9,77.9,0.0,10,7.9,Sunny
2025-07-26,77.8,72.8,0.01,2,4.6,Drizzle
2025-07-27,89.0,76.7,0.0,6,7.8,Partly Cloudy
2025-07-28,93.1,72.0,0.0,8,7.7,Sunny
2025-07-29,91.4,73.3,0.0,14,9.5,Partly Cloudy
2025-07-30,86.9,73.6,0.17,34,11.9,Rain Showers
2025-07-31,83.0,70.4,0.0,6,9.0,Overcast
2025-08-01,84.4,67.5,0.0,7,1.4,Sunny
2025-08-02,85.8,73.7,0.01,2,2.8,Drizzle
2025-08-03,85.9,76.5,0.0,5,7.1,Sunny
2025-08-04,91.0,70.8,0.25,50,4.0,Rain Showers
2025-08-05,86.5,72.5,0.0,11,7.5,Partly Cloudy
2025-08-06,82.0,66.8,0.0,8,6.4,Sunny
2025-08-07,82.0,75.9,0.0,11,8.4,Sunny
2025-08-08,74.7,69.7,0.23,46,7.6,Rain Showers
2025-08-09,87.0,75.2,0.2,40,6.3,Rain Showers
2025-08-10,100.9,77.2,0.0,1,6.3,Overcast
2025-08-11,91.6,67.5,0.0,12,6.6,Partly Cloudy
2025-08-12,98.4,69.2,0.0,6,14.6,Sunny
2025-08-13,89.7,71.9,0.04,8,5.8,Drizzle
2025-08-14,90.6,70.8,0.0,12,10.0,Overcast
2025-08-15,99.9,81.2,0.0,10,5.6,Overcast
2025-08-16,94.2,73.0,0.34,68,7.9,Rain Showers
2025-08-17,84.2,67.6,0.0,3,7.4,Sunny
2025-08-18,91.6,64.4,0.24,48,4.7,Rain Showers
2025-08-19,84.5,66.4,0.89,95,6.9,Rainy
2025-08-20,93.0,74.7,0.0,14,9.5,Overcast
2025-08-21,85.3,77.9,0.0,3,6.9,Sunny
2025-08-22,74.1,69.1,0.0,3,12.6,Sunny
2025-08-23,94.1,68.7,0.0,8,8.4,Overcast
2025-08-24,94.3,68.9,0.0,7,1.0,Overcast
2025-08-25,83.3,68.3,0.0,10,10.8,Overcast
2025-08-26,84.7,65.2,0.0,7,8.3,Overcast
2025-08-27,87.8,74.3,0.01,2,6.8,Drizzle
2025-08-28,98.1,67.4,0.0,2,8.7,Sunny
2025-08-29,97.5,79.5,0.0,4,9.1,Sunny
2025-08-30,78.6,72.7,0.1,20,8.1,Drizzle
2025-08-31,95.9,76.2,0.0,7,3.2,Overcast
2025-09-01,74.0,69.0,1.44,95,6.1,Rainy
2025-09-02,85.3,65.1,0.0,14,6.1,Partly Cloudy
2025-09-03,80.0,66.6,1.03,95,4.1,Rainy
2025-09-04,83.6,50.0,0.0,7,11.1,Partly Cloudy
2025-09-05,88.4,69.3,0.0,0,8.0,Overcast
2025-09-06,76.4,71.4,0.0,0,10.9,Overcast
2025-09-07,75.3,70.3,0.0,3,6.2,Partly Cloudy
2025-09-08,84.6,73.6,0.0,13,9.8,Partly Cloudy
2025-09-09,71.6,66.6,0.0,10,13.0,Sunny
2025-09-10,91.8,60.8,0.0,6,8.3,Overcast
2025-09-11,91.9,61.3,0.0,7,12.5,Overcast
2025-09-12,86.3,67.5,0.26,52,4.4,Rain Showers
2025-09-13,82.3,65.7,0.0,13,5.5,Sunny
2025-09-14,80.5,67.4,0.0,12,8.7,Overcast
2025-09-15,94.1,55.5,0.02,4,4.9,Drizzle
2025-09-16,80.1,74.4,0.29,57,9.0,Rain Showers
2025-09-17,72.2,67.2,0.0,12,6.1,Partly Cloudy
2025-09-18,79.6,67.1,0.24,48,8.3,Rain Showers
2025-09-19,81.0,68.5,0.0,7,6.8,Sunny
2025-09-20,86.4,67.3,0.0,5,8.7,Partly Cloudy
2025-09-21,81.7,62.3,0.0,14,8.2,Partly Cloudy
2025-09-22,65.6,60.599999999999994,0.32,64,7.7,Rain Showers
2025-09-23,86.1,63.3,0.0,2,8.0,Sunny
2025-09-24,90.2,71.7,0.34,68,5.6,Rain Showers
2025-09-25,70.0,65.0,0.0,4,6.4,Partly Cloudy
2025-09-26,81.8,61.6,0.05,10,3.9,Drizzle
2025-09-27,81.0,65.8,0.21,42,10.6,Rain Showers
2025-09-28,85.5,63.7,0.0,2,11.6,Overcast
2025-09-29,93.0,63.6,0.46,92,5.7,Rain Showers
2025-09-30,74.8,54.4,0.0,12,6.3,Partly Cloudy
2025-10-01,71.1,51.1,0.0,8,8.9,Partly Cloudy
2025-10-02,77.7,43.2,0.0,4,12.5,Sunny
2025-10-03,68.2,53.4,0.0,5,8.9,Sunny
2025-10-04,68.1,56.3,0.0,0,12.9,Sunny
2025-10-05,80.5,43.2,0.02,4,6.1,Drizzle
2025-10-06,71.6,56.7,0.0,7,6.6,Overcast
2025-10-07,75.4,59.5,0.0,9,6.6,Sunny
2025-10-08,80.6,49.2,0.05,10,6.3,Drizzle
2025-10-09,71.4,55.2,0.0,0,6.5,Sunny
2025-10-10,76.4,50.2,0.0,4,2.3,Sunny
2025-10-11,82.2,48.5,0.0,11,11.1,Partly Cloudy
2025-10-12,75.4,51.6,0.0,6,4.9,Sunny
2025-10-13,79.5,52.2,0.03,6,4.7,Drizzle
2025-10-14,64.9,50.5,0.0,9,6.9,Sunny
2025-10-15,71.5,51.4,0.0,13,5.3,Overcast
2025-10-16,66.5,45.9,0.0,14,10.4,Overcast
2025-10-17,79.4,55.4,0.25,50,1.0,Rain Showers
2025-10-18,77.3,55.6,0.05,10,5.6,Drizzle
2025-10-19,63.6,58.6,0.01,2,5.4,Drizzle
2025-10-20,84.0,47.7,0.31,62,9.6,Rain Showers
2025-10-21,70.7,50.4,0.0,5,9.8,Sunny
2025-10-22,75.0,53.8,0.24,48,9.4,Rain Showers
2025-10-23,87.6,53.2,0.06,12,1.0,Drizzle
2025-10-24,81.7,48.5,0.0,1,2.9,Partly Cloudy
2025-10-25,58.5,53.5,0.0,4,2.4,Sunny
2025-10-26,61.3,49.3,0.03,6,9.7,Drizzle
2025-10-27,90.0,51.0,0.0,14,3.0,Sunny
2025-10-28,77.6,48.4,0.0,9,6.6,Overcast
2025-10-29,79.3,55.4,0.0,5,7.8,Partly Cloudy
2025-10-30,75.0,47.1,0.0,9,5.5,Sunny
2025-10-31,81.7,44.0,0.01,2,13.1,Drizzle
2025-11-01,71.4,44.4,0.0,3,11.1,Partly Cloudy
2025-11-02,70.7,39.3,0.0,12,6.4,Overcast
2025-11-03,65.7,48.4,0.01,2,11.2,Drizzle
2025-11-04,48.3,43.3,0.57,95,9.9,Rainy
2025-11-05,51.9,46.4,0.0,12,4.4,Partly Cloudy
2025-11-06,66.5,37.6,0.0,13,6.9,Partly Cloudy
2025-11-07,59.0,41.6,0.0,0,9.6,Overcast
2025-11-08,61.3,38.2,0.0,10,9.9,Partly Cloudy
2025-11-09,67.5,40.4,0.12,24,5.5,Rain Showers
2025-11-10,64.2,42.6,0.0,1,11.8,Sunny
2025-11-11,52.1,47.1,0.03,6,7.1,Drizzle
2025-11-12,61.0,49.1,0.0,13,1.5,Overcast
2025-11-13,49.3,40.0,0.0,7,12.4,Sunny
2025-11-14,62.8,38.0,0.0,10,7.8,Sunny
2025-11-15,64.3,37.0,0.49,95,9.4,Rain Showers
2025-11-16,61.8,47.6,0.0,12,11.2,Partly Cloudy
2025-11-17,60.5,44.1,0.99,95,8.8,Rainy
2025-11-18,56.1,47.6,0.02,4,16.0,Drizzle
2025-11-19,64.4,37.5,0.0,5,12.3,Sunny
2025-11-20,66.3,33.2,0.0,0,9.5,Partly Cloudy
2025-11-21,68.9,43.2,0.0,10,6.6,Partly Cloudy
2025-11-22,72.6,47.1,0.0,4,11.2,Overcast
2025-11-23,55.8,48.2,0.0,10,8.1,Sunny
2025-11-24,74.1,46.1,0.0,10,2.7,Sunny
2025-11-25,62.4,43.7,0.12,24,5.2,Rain Showers
2025-11-26,63.2,31.7,0.0,7,6.9,Sunny
2025-11-27,73.6,49.4,0.0,6,2.2,Sunny
2025-11-28,54.6,44.0,0.19,38,9.4,Rain Showers
2025-11-29,73.2,51.0,0.0,1,8.2,Sunny
2025-11-30,56.2,42.5,0.0,6,7.7,Sunny
2025-12-01,61.0,36.3,0.0,10,10.1,Sunny
2025-12-02,63.7,39.4,0.06,12,14.6,Drizzle
2025-12-03,55.1,40.1,0.0,13,11.0,Sunny
2025-12-04,70.5,37.5,0.0,10,14.0,Sunny
2025-12-05,44.3,29.9,0.34,68,6.6,Rain Showers
2025-12-06,42.7,37.7,0.0,13,10.8,Sunny
2025-12-07,55.3,37.4,0.0,13,7.7,Overcast
2025-12-08,59.9,40.9,0.04,8,4.7,Drizzle
2025-12-09,52.5,33.7,0.0,10,8.7,Overcast
2025-12-10,44.5,26.1,0.0,11,12.7,Partly Cloudy
2025-12-11,53.6,38.7,0.0,6,11.2,Sunny
2025-12-12,51.3,28.3,0.0,12,11.0,Partly Cloudy
2025-12-13,57.0,37.1,0.0,9,10.0,Sunny
2025-12-14,62.6,34.4,0.06,12,7.1,Drizzle
2025-12-15,50.7,28.7,0.15,30,1.0,Rain Showers
2025-12-16,68.4,40.4,0.21,42,8.4,Rain Showers
2025-12-17,65.9,44.5,0.0,4,10.0,Partly Cloudy
2025-12-18,44.6,25.2,0.0,0,7.8,Partly Cloudy
2025-12-19,42.5,35.6,0.0,1,10.5,Overcast
2025-12-20,54.9,39.9,0.02,4,5.9,Drizzle
2025-12-21,62.0,31.4,0.0,8,8.4,Partly Cloudy
2025-12-22,54.4,42.7,0.15,30,11.5,Rain Showers
2025-12-23,51.7,33.9,0.48,95,11.0,Rain Showers
2025-12-24,67.5,39.1,0.1,20,9.4,Drizzle
2025-12-25,62.3,31.9,0.0,11,9.6,Sunny
2025-12-26,54.4,46.5,0.0,7,9.0,Partly Cloudy
2025-12-27,49.8,40.4,0.0,10,13.1,Sunny
2025-12-28,56.0,32.2,0.0,11,15.7,Partly Cloudy
2025-12-29,47.2,42.2,0.05,10,7.8,Drizzle
2025-12-30,45.8,34.0,0.0,10,15.7,Sunny
2025-12-31,45.3,31.4,0.0,7,6.3,Sunny
